record_id,timestamp,entity_type,location_zone,sensor_temp_c,mkt_value,anomaly_flag,confidence_score
REC-00286,2025-09-26,Insulin Analogs,Tokyo Narita Cold,22.683,23.55,0,0.932
REC-00287,2025-04-26,Monoclonal Antibodies,Tokyo Narita Cold,87.753,99.266,0,0.941
REC-00288,2025-03-10,Monoclonal Antibodies,Chicago O'Hare Bio,27.284,32.014,0,0.973
REC-00289,2025-02-17,Monoclonal Antibodies,Frankfurt Pharma Hub,32.819,38.951,0,0.976
REC-00290,2025-04-07,Enzyme Replacements,Basel Logistics,50.749,65.199,0,0.985
REC-00291,2025-01-08,Monoclonal Antibodies,Frankfurt Pharma Hub,73.485,90.178,0,0.957
REC-00292,2025-12-27,Insulin Analogs,Basel Logistics,56.927,70.462,0,0.939
REC-00293,2025-07-03,Cell Therapy Kits,Chicago O'Hare Bio,53.589,58.875,0,0.988
REC-00294,2025-08-29,Monoclonal Antibodies,Chicago O'Hare Bio,36.598,31.945,0,0.962
REC-00295,2025-01-09,Enzyme Replacements,Liege Cargo Port,59.227,62.709,0,0.916
REC-00296,2025-07-14,Monoclonal Antibodies,Tokyo Narita Cold,56.805,75.081,0,0.964
REC-00297,2025-09-08,Insulin Analogs,Tokyo Narita Cold,24.3,30.314,0,0.959
REC-00298,2025-09-08,Enzyme Replacements,Frankfurt Pharma Hub,54.535,69.234,0,0.97
REC-00299,2025-01-25,Insulin Analogs,Basel Logistics,81.616,78.818,0,0.881
REC-00300,2025-09-16,Cell Therapy Kits,Frankfurt Pharma Hub,62.516,73.98,0,0.933
REC-00301,2025-09-07,mRNA Vaccines,Liege Cargo Port,56.89,48.694,0,0.91
REC-00302,2025-05-27,Enzyme Replacements,Tokyo Narita Cold,78.524,102.465,0,0.891
REC-00303,2025-03-18,Monoclonal Antibodies,Liege Cargo Port,54.749,68.853,0,0.924
REC-00304,2025-07-11,Insulin Analogs,Liege Cargo Port,30.673,36.765,0,0.971
REC-00305,2025-02-11,mRNA Vaccines,Frankfurt Pharma Hub,44.449,46.164,0,0.95
REC-00306,2025-12-26,mRNA Vaccines,Tokyo Narita Cold,81.853,95.969,0,0.988
REC-00307,2025-02-18,mRNA Vaccines,Basel Logistics,27.97,35.915,0,0.932
REC-00308,2025-01-24,Cell Therapy Kits,Liege Cargo Port,57.898,50.166,0,0.915
REC-00309,2025-04-17,Monoclonal Antibodies,Tokyo Narita Cold,88.954,88.922,0,0.942
REC-00310,2025-07-19,Enzyme Replacements,Chicago O'Hare Bio,42.627,52.0,0,0.956
REC-00311,2025-02-10,Cell Therapy Kits,Frankfurt Pharma Hub,18.303,17.682,0,0.947
REC-00312,2025-11-11,Insulin Analogs,Chicago O'Hare Bio,12.518,12.351,0,0.934
REC-00313,2025-07-02,Insulin Analogs,Tokyo Narita Cold,25.788,29.474,0,0.965
REC-00314,2025-06-01,mRNA Vaccines,Frankfurt Pharma Hub,32.778,34.089,0,0.897
REC-00315,2025-07-19,Cell Therapy Kits,Frankfurt Pharma Hub,17.779,23.495,0,0.964
REC-00316,2025-02-22,mRNA Vaccines,Basel Logistics,46.633,52.625,0,0.891
REC-00317,2025-02-15,Enzyme Replacements,Frankfurt Pharma Hub,60.739,75.451,0,0.881
REC-00318,2025-07-31,mRNA Vaccines,Liege Cargo Port,86.943,116.424,0,0.899
REC-00319,2025-07-14,Monoclonal Antibodies,Chicago O'Hare Bio,35.596,39.033,0,0.928
REC-00320,2025-08-04,Insulin Analogs,Frankfurt Pharma Hub,40.696,53.805,0,0.935
REC-00321,2025-11-12,Insulin Analogs,Frankfurt Pharma Hub,21.517,18.362,0,0.973
REC-00322,2025-07-14,Insulin Analogs,Chicago O'Hare Bio,46.602,58.801,0,0.945
REC-00323,2025-06-03,Enzyme Replacements,Basel Logistics,50.716,47.613,0,0.915
REC-00324,2025-12-22,Insulin Analogs,Liege Cargo Port,76.468,77.458,0,0.966
REC-00325,2025-07-06,Enzyme Replacements,Basel Logistics,60.339,67.75,0,0.941
REC-00326,2025-08-25,Insulin Analogs,Chicago O'Hare Bio,80.659,71.349,0,0.967
REC-00327,2025-12-11,Monoclonal Antibodies,Chicago O'Hare Bio,30.572,36.055,0,0.967
REC-00328,2025-02-07,Enzyme Replacements,Tokyo Narita Cold,59.491,66.462,0,0.976
REC-00329,2025-08-03,mRNA Vaccines,Chicago O'Hare Bio,69.639,87.477,0,0.981
REC-00330,2025-02-25,Cell Therapy Kits,Basel Logistics,64.995,56.685,0,0.955
REC-00331,2025-07-24,Insulin Analogs,Frankfurt Pharma Hub,10.897,10.672,0,0.937
REC-00332,2025-10-25,Enzyme Replacements,Basel Logistics,47.891,50.073,0,0.945
REC-00333,2025-09-14,Cell Therapy Kits,Frankfurt Pharma Hub,51.036,50.919,0,0.889
REC-00334,2025-03-14,Cell Therapy Kits,Chicago O'Hare Bio,48.703,46.435,0,0.932
REC-00335,2025-08-13,Insulin Analogs,Chicago O'Hare Bio,15.71,13.704,0,0.882
REC-00336,2025-06-25,mRNA Vaccines,Basel Logistics,89.043,108.654,0,0.941
REC-00337,2025-06-19,Insulin Analogs,Tokyo Narita Cold,29.708,31.268,0,0.95
REC-00338,2025-08-10,mRNA Vaccines,Liege Cargo Port,85.063,91.425,0,0.88
REC-00339,2025-04-20,Cell Therapy Kits,Frankfurt Pharma Hub,59.075,73.829,0,0.92
REC-00340,2025-04-11,mRNA Vaccines,Chicago O'Hare Bio,67.01,73.359,0,0.914
REC-00341,2025-07-18,Insulin Analogs,Liege Cargo Port,19.71,20.222,0,0.899
REC-00342,2025-12-11,Enzyme Replacements,Liege Cargo Port,17.204,15.776,0,0.914
REC-00343,2025-04-04,Monoclonal Antibodies,Liege Cargo Port,43.019,49.395,0,0.927
REC-00344,2025-09-07,Enzyme Replacements,Basel Logistics,57.168,62.589,0,0.915
REC-00345,2025-08-19,mRNA Vaccines,Chicago O'Hare Bio,90.907,99.298,1,0.922
REC-00346,2025-10-15,Insulin Analogs,Tokyo Narita Cold,68.199,72.142,0,0.934
REC-00347,2025-02-12,mRNA Vaccines,Basel Logistics,34.828,34.39,0,0.899
REC-00348,2025-08-23,Insulin Analogs,Liege Cargo Port,53.419,60.703,0,0.94
REC-00349,2025-07-07,mRNA Vaccines,Tokyo Narita Cold,56.44,75.905,0,0.971
REC-00350,2025-05-07,mRNA Vaccines,Tokyo Narita Cold,32.339,41.429,0,0.975
REC-00351,2025-03-02,Monoclonal Antibodies,Liege Cargo Port,68.576,87.813,0,0.927
REC-00352,2025-11-12,Monoclonal Antibodies,Basel Logistics,78.462,89.057,0,0.946
REC-00353,2025-03-28,Cell Therapy Kits,Chicago O'Hare Bio,58.683,77.825,0,0.979
REC-00354,2025-02-18,Insulin Analogs,Frankfurt Pharma Hub,94.361,121.115,1,0.975
REC-00355,2025-05-08,Cell Therapy Kits,Basel Logistics,74.725,88.782,0,0.944
REC-00356,2025-05-18,Insulin Analogs,Tokyo Narita Cold,48.419,56.496,0,0.89
REC-00357,2025-09-21,Cell Therapy Kits,Tokyo Narita Cold,90.772,92.011,1,0.965
REC-00358,2025-02-17,Cell Therapy Kits,Frankfurt Pharma Hub,77.633,81.426,0,0.971
REC-00359,2025-09-11,Cell Therapy Kits,Chicago O'Hare Bio,38.709,44.088,0,0.933
REC-00360,2025-06-25,mRNA Vaccines,Frankfurt Pharma Hub,18.464,22.931,0,0.894
REC-00361,2025-03-22,Insulin Analogs,Frankfurt Pharma Hub,94.306,100.332,1,0.98
REC-00362,2025-11-29,Monoclonal Antibodies,Chicago O'Hare Bio,17.934,18.476,0,0.953
REC-00363,2025-11-29,mRNA Vaccines,Tokyo Narita Cold,63.176,76.632,0,0.927
REC-00364,2025-02-16,mRNA Vaccines,Basel Logistics,50.529,46.302,0,0.955
REC-00365,2025-01-05,Cell Therapy Kits,Frankfurt Pharma Hub,93.993,99.741,1,0.888
REC-00366,2025-07-16,mRNA Vaccines,Frankfurt Pharma Hub,36.635,47.277,0,0.965
REC-00367,2025-03-10,Monoclonal Antibodies,Frankfurt Pharma Hub,55.093,47.062,0,0.928
REC-00368,2025-04-20,Monoclonal Antibodies,Tokyo Narita Cold,62.366,66.806,0,0.979
REC-00369,2025-03-13,Enzyme Replacements,Tokyo Narita Cold,39.881,42.461,0,0.907
REC-00370,2025-11-27,Monoclonal Antibodies,Liege Cargo Port,61.085,73.949,0,0.984
REC-00371,2025-01-14,Cell Therapy Kits,Basel Logistics,54.009,59.667,0,0.913
REC-00372,2025-01-28,Insulin Analogs,Tokyo Narita Cold,19.583,21.537,0,0.938
REC-00373,2025-01-07,Cell Therapy Kits,Basel Logistics,42.881,54.437,0,0.94
REC-00374,2025-03-30,mRNA Vaccines,Frankfurt Pharma Hub,59.926,51.35,0,0.981
REC-00375,2025-07-23,Cell Therapy Kits,Liege Cargo Port,75.204,79.851,0,0.95
REC-00376,2025-10-03,Monoclonal Antibodies,Chicago O'Hare Bio,17.106,15.216,0,0.987
REC-00377,2025-03-21,Cell Therapy Kits,Tokyo Narita Cold,59.847,73.708,0,0.951
REC-00378,2025-06-08,Insulin Analogs,Basel Logistics,14.922,13.327,0,0.93
REC-00379,2025-11-08,Cell Therapy Kits,Basel Logistics,20.153,24.263,0,0.898
REC-00380,2025-06-27,Enzyme Replacements,Chicago O'Hare Bio,24.192,22.099,0,0.91
REC-00381,2025-03-02,Cell Therapy Kits,Tokyo Narita Cold,33.118,29.208,0,0.943
REC-00382,2025-02-09,Insulin Analogs,Liege Cargo Port,40.611,44.664,0,0.92
REC-00383,2025-05-11,Enzyme Replacements,Frankfurt Pharma Hub,29.414,32.485,1,0.975
REC-00384,2025-05-06,Insulin Analogs,Chicago O'Hare Bio,42.553,39.363,0,0.974
REC-00385,2025-10-11,Insulin Analogs,Basel Logistics,37.353,39.524,0,0.91
REC-00386,2025-02-09,Cell Therapy Kits,Frankfurt Pharma Hub,52.673,68.526,0,0.968
REC-00387,2025-01-24,mRNA Vaccines,Tokyo Narita Cold,83.613,103.41,0,0.89
REC-00388,2025-08-22,Cell Therapy Kits,Basel Logistics,34.786,43.213,0,0.907
REC-00389,2025-07-08,Insulin Analogs,Basel Logistics,72.259,81.167,0,0.897
REC-00390,2025-07-29,Monoclonal Antibodies,Liege Cargo Port,39.446,50.088,0,0.985
REC-00391,2025-01-01,Insulin Analogs,Chicago O'Hare Bio,18.836,21.0,0,0.934
REC-00392,2025-01-31,Cell Therapy Kits,Frankfurt Pharma Hub,13.732,13.261,0,0.925
REC-00393,2025-07-10,mRNA Vaccines,Liege Cargo Port,18.124,16.615,0,0.888
REC-00394,2025-10-18,Insulin Analogs,Basel Logistics,30.126,29.538,0,0.968
REC-00395,2025-12-25,Cell Therapy Kits,Tokyo Narita Cold,33.116,29.385,0,0.966
REC-00396,2025-10-27,Monoclonal Antibodies,Frankfurt Pharma Hub,23.972,25.962,0,0.939
REC-00397,2025-04-17,Cell Therapy Kits,Tokyo Narita Cold,32.526,29.597,0,0.955
REC-00398,2025-12-27,Enzyme Replacements,Frankfurt Pharma Hub,28.277,36.146,0,0.958
REC-00399,2025-07-02,Enzyme Replacements,Frankfurt Pharma Hub,67.561,66.215,0,0.883
REC-00400,2025-07-27,Enzyme Replacements,Liege Cargo Port,31.237,33.768,0,0.895
REC-00401,2025-01-07,Monoclonal Antibodies,Basel Logistics,26.841,28.191,0,0.983
REC-00402,2025-02-13,Enzyme Replacements,Chicago O'Hare Bio,87.981,78.083,0,0.902
REC-00403,2025-11-27,Monoclonal Antibodies,Frankfurt Pharma Hub,86.932,109.941,0,0.885
REC-00404,2025-08-25,Monoclonal Antibodies,Liege Cargo Port,46.818,56.754,0,0.922
REC-00405,2025-08-07,Cell Therapy Kits,Basel Logistics,87.206,86.115,0,0.896
REC-00406,2025-11-11,Enzyme Replacements,Basel Logistics,65.019,71.485,0,0.933
REC-00407,2025-02-14,Insulin Analogs,Basel Logistics,45.635,53.453,0,0.907
REC-00408,2025-10-06,Insulin Analogs,Chicago O'Hare Bio,50.773,62.995,0,0.942
REC-00409,2025-06-14,Cell Therapy Kits,Basel Logistics,12.215,14.03,1,0.969
REC-00410,2025-05-24,Insulin Analogs,Liege Cargo Port,40.382,46.116,0,0.898
REC-00411,2025-05-07,Monoclonal Antibodies,Chicago O'Hare Bio,55.364,68.962,0,0.964
REC-00412,2025-04-23,Insulin Analogs,Chicago O'Hare Bio,89.493,120.437,0,0.906
REC-00413,2025-06-12,Cell Therapy Kits,Liege Cargo Port,12.398,14.881,0,0.942
REC-00414,2025-10-16,Insulin Analogs,Liege Cargo Port,36.27,39.724,0,0.906
REC-00415,2025-04-23,Enzyme Replacements,Tokyo Narita Cold,10.058,13.165,0,0.894
REC-00416,2025-04-01,mRNA Vaccines,Frankfurt Pharma Hub,22.556,27.12,0,0.892
REC-00417,2025-09-27,mRNA Vaccines,Chicago O'Hare Bio,69.886,82.54,0,0.917
REC-00418,2025-06-15,Monoclonal Antibodies,Tokyo Narita Cold,77.307,102.844,0,0.899
REC-00419,2025-10-15,Enzyme Replacements,Chicago O'Hare Bio,28.975,33.161,0,0.914
REC-00420,2025-12-19,Monoclonal Antibodies,Basel Logistics,71.951,95.291,0,0.923
REC-00421,2025-10-18,Monoclonal Antibodies,Liege Cargo Port,37.048,46.473,0,0.95
REC-00422,2025-02-23,Monoclonal Antibodies,Chicago O'Hare Bio,73.354,71.08,0,0.898
REC-00423,2025-02-15,Cell Therapy Kits,Tokyo Narita Cold,10.969,10.474,0,0.919
REC-00424,2025-02-25,mRNA Vaccines,Tokyo Narita Cold,47.249,50.076,0,0.926
REC-00425,2025-07-13,Enzyme Replacements,Tokyo Narita Cold,18.621,20.292,0,0.952
REC-00426,2025-12-18,Monoclonal Antibodies,Tokyo Narita Cold,16.265,20.703,0,0.915
REC-00427,2025-02-23,Cell Therapy Kits,Basel Logistics,85.474,79.529,0,0.984
REC-00428,2025-02-17,Enzyme Replacements,Liege Cargo Port,85.924,103.302,0,0.952
REC-00429,2025-11-07,Monoclonal Antibodies,Frankfurt Pharma Hub,18.607,17.728,0,0.957
REC-00430,2025-10-04,Cell Therapy Kits,Chicago O'Hare Bio,30.192,26.412,0,0.972
REC-00431,2025-03-20,Cell Therapy Kits,Frankfurt Pharma Hub,46.347,46.221,0,0.946
REC-00432,2025-04-13,mRNA Vaccines,Basel Logistics,24.521,24.421,0,0.973
REC-00433,2025-06-07,Insulin Analogs,Tokyo Narita Cold,86.065,84.559,0,0.923
REC-00434,2025-07-09,Cell Therapy Kits,Basel Logistics,47.891,47.012,0,0.905
REC-00435,2025-05-18,mRNA Vaccines,Basel Logistics,73.94,87.525,0,0.918
REC-00436,2025-10-05,Enzyme Replacements,Basel Logistics,57.056,72.484,0,0.926
REC-00437,2025-10-02,Insulin Analogs,Liege Cargo Port,84.941,92.427,0,0.979
REC-00438,2025-01-18,Enzyme Replacements,Liege Cargo Port,78.038,92.769,0,0.893
REC-00439,2025-08-18,Monoclonal Antibodies,Basel Logistics,78.719,71.878,0,0.989
REC-00440,2025-08-11,Monoclonal Antibodies,Liege Cargo Port,31.92,41.668,0,0.887
REC-00441,2025-07-18,Insulin Analogs,Liege Cargo Port,37.721,37.272,0,0.976
REC-00442,2025-12-25,Enzyme Replacements,Liege Cargo Port,76.443,69.277,0,0.942
REC-00443,2025-10-26,mRNA Vaccines,Liege Cargo Port,76.261,94.783,0,0.977
REC-00444,2025-07-30,Insulin Analogs,Tokyo Narita Cold,58.622,63.694,0,0.924
REC-00445,2025-11-13,Insulin Analogs,Frankfurt Pharma Hub,43.642,56.275,0,0.885
REC-00446,2025-09-01,Cell Therapy Kits,Frankfurt Pharma Hub,38.719,48.276,0,0.973
REC-00447,2025-12-23,mRNA Vaccines,Basel Logistics,21.423,28.645,0,0.971
REC-00448,2025-05-18,Enzyme Replacements,Frankfurt Pharma Hub,25.975,24.824,0,0.962
REC-00449,2025-09-22,mRNA Vaccines,Liege Cargo Port,77.277,68.221,0,0.924
REC-00450,2025-09-26,mRNA Vaccines,Basel Logistics,26.385,33.416,0,0.907
REC-00451,2025-08-22,Cell Therapy Kits,Basel Logistics,33.288,42.001,0,0.95
REC-00452,2025-03-05,mRNA Vaccines,Basel Logistics,41.66,47.785,0,0.976
REC-00453,2025-10-28,Cell Therapy Kits,Chicago O'Hare Bio,23.899,31.003,0,0.956
REC-00454,2025-05-26,Insulin Analogs,Frankfurt Pharma Hub,23.847,27.093,0,0.974
REC-00455,2025-11-28,Monoclonal Antibodies,Chicago O'Hare Bio,65.385,72.358,0,0.986
REC-00456,2025-12-16,Insulin Analogs,Basel Logistics,65.027,74.818,1,0.908
REC-00457,2025-06-06,Cell Therapy Kits,Tokyo Narita Cold,86.116,109.866,0,0.904
REC-00458,2025-06-04,Enzyme Replacements,Liege Cargo Port,43.758,39.433,0,0.953
REC-00459,2025-07-11,Enzyme Replacements,Liege Cargo Port,34.028,40.568,0,0.917
REC-00460,2025-05-22,Cell Therapy Kits,Chicago O'Hare Bio,32.197,38.815,0,0.913
REC-00461,2025-03-18,Monoclonal Antibodies,Frankfurt Pharma Hub,78.462,98.17,0,0.953
REC-00462,2025-12-15,mRNA Vaccines,Tokyo Narita Cold,94.785,92.862,1,0.923
REC-00463,2025-01-19,Enzyme Replacements,Basel Logistics,39.169,47.265,0,0.95
REC-00464,2025-09-01,Cell Therapy Kits,Liege Cargo Port,35.517,33.208,0,0.941
REC-00465,2025-05-31,Insulin Analogs,Basel Logistics,72.978,88.493,0,0.98
REC-00466,2025-12-15,mRNA Vaccines,Basel Logistics,40.199,49.127,0,0.967
REC-00467,2025-06-19,Cell Therapy Kits,Liege Cargo Port,34.994,44.639,0,0.975
REC-00468,2025-10-26,Enzyme Replacements,Frankfurt Pharma Hub,50.139,47.495,0,0.955
REC-00469,2025-09-29,Insulin Analogs,Frankfurt Pharma Hub,84.022,77.753,0,0.918
REC-00470,2025-10-19,Monoclonal Antibodies,Chicago O'Hare Bio,83.303,78.32,0,0.917
REC-00471,2025-04-01,mRNA Vaccines,Frankfurt Pharma Hub,48.425,46.231,0,0.943
REC-00472,2025-03-23,mRNA Vaccines,Basel Logistics,62.231,72.608,0,0.986
REC-00473,2025-07-16,mRNA Vaccines,Liege Cargo Port,26.95,27.935,1,0.915
REC-00474,2025-09-29,mRNA Vaccines,Frankfurt Pharma Hub,63.268,61.649,0,0.918
REC-00475,2025-03-08,Insulin Analogs,Liege Cargo Port,60.037,56.045,0,0.913
REC-00476,2025-05-29,Enzyme Replacements,Liege Cargo Port,54.55,58.196,0,0.895
REC-00477,2025-09-08,Monoclonal Antibodies,Basel Logistics,90.587,118.588,1,0.905
REC-00478,2025-03-09,mRNA Vaccines,Liege Cargo Port,52.894,48.217,0,0.967
REC-00479,2025-07-12,Cell Therapy Kits,Liege Cargo Port,62.966,72.22,1,0.892
REC-00480,2025-01-11,mRNA Vaccines,Tokyo Narita Cold,47.767,43.554,0,0.957
REC-00481,2025-04-16,mRNA Vaccines,Chicago O'Hare Bio,45.774,41.219,0,0.949
REC-00482,2025-12-25,Insulin Analogs,Frankfurt Pharma Hub,53.485,61.981,0,0.966
REC-00483,2025-09-12,Enzyme Replacements,Basel Logistics,76.127,96.358,0,0.919
REC-00484,2025-07-29,Monoclonal Antibodies,Frankfurt Pharma Hub,56.592,73.863,0,0.933
REC-00485,2025-05-01,mRNA Vaccines,Frankfurt Pharma Hub,87.085,110.39,0,0.896
REC-00486,2025-02-16,mRNA Vaccines,Frankfurt Pharma Hub,86.906,101.868,0,0.988
REC-00487,2025-05-16,mRNA Vaccines,Frankfurt Pharma Hub,79.12,101.833,0,0.92
REC-00488,2025-12-13,Insulin Analogs,Frankfurt Pharma Hub,18.075,22.216,1,0.974
REC-00489,2025-12-06,Monoclonal Antibodies,Chicago O'Hare Bio,40.39,43.171,0,0.977
REC-00490,2025-02-17,Cell Therapy Kits,Basel Logistics,19.676,20.662,0,0.972
REC-00491,2025-12-20,Insulin Analogs,Basel Logistics,19.61,23.494,0,0.984
REC-00492,2025-03-23,Insulin Analogs,Liege Cargo Port,51.027,57.889,0,0.947
REC-00493,2025-07-03,mRNA Vaccines,Basel Logistics,51.062,55.865,0,0.928
REC-00494,2025-02-02,Cell Therapy Kits,Frankfurt Pharma Hub,69.888,83.094,0,0.943
REC-00495,2025-10-17,Cell Therapy Kits,Liege Cargo Port,54.464,65.373,0,0.953
REC-00496,2025-05-08,Cell Therapy Kits,Tokyo Narita Cold,22.636,28.594,0,0.947
REC-00497,2025-01-06,Monoclonal Antibodies,Liege Cargo Port,82.152,104.821,0,0.888
REC-00498,2025-09-09,Monoclonal Antibodies,Chicago O'Hare Bio,92.462,80.92,1,0.951
REC-00499,2025-07-26,mRNA Vaccines,Tokyo Narita Cold,47.756,54.276,0,0.935
REC-00500,2025-06-11,Insulin Analogs,Frankfurt Pharma Hub,18.725,19.777,0,0.88
REC-00501,2025-02-16,Enzyme Replacements,Chicago O'Hare Bio,85.659,96.895,0,0.93
REC-00502,2025-06-24,mRNA Vaccines,Basel Logistics,81.767,83.074,0,0.946
REC-00503,2025-12-03,Insulin Analogs,Frankfurt Pharma Hub,18.282,21.563,1,0.919
REC-00504,2025-11-21,Enzyme Replacements,Liege Cargo Port,41.781,37.735,0,0.934
REC-00505,2025-07-29,Cell Therapy Kits,Liege Cargo Port,26.653,24.264,0,0.904
REC-00506,2025-04-08,mRNA Vaccines,Tokyo Narita Cold,13.953,16.278,0,0.894
REC-00507,2025-08-19,Enzyme Replacements,Liege Cargo Port,21.444,23.576,0,0.885
REC-00508,2025-08-10,Insulin Analogs,Liege Cargo Port,76.392,99.698,0,0.899
REC-00509,2025-03-07,Insulin Analogs,Liege Cargo Port,61.524,62.196,0,0.926
REC-00510,2025-11-08,Monoclonal Antibodies,Chicago O'Hare Bio,43.819,44.758,0,0.969
REC-00511,2025-03-12,Enzyme Replacements,Liege Cargo Port,35.408,42.516,0,0.958
REC-00512,2025-10-11,Monoclonal Antibodies,Basel Logistics,27.826,33.591,0,0.981
REC-00513,2025-03-09,Monoclonal Antibodies,Liege Cargo Port,56.112,65.563,0,0.964
REC-00514,2025-10-15,Enzyme Replacements,Liege Cargo Port,90.127,108.609,1,0.978
REC-00515,2025-10-01,Insulin Analogs,Frankfurt Pharma Hub,54.432,46.955,0,0.954
REC-00516,2025-04-13,Monoclonal Antibodies,Chicago O'Hare Bio,68.088,62.86,0,0.966
REC-00517,2025-04-15,mRNA Vaccines,Chicago O'Hare Bio,79.192,71.371,0,0.961
REC-00518,2025-04-25,Enzyme Replacements,Tokyo Narita Cold,30.196,37.508,0,0.912
REC-00519,2025-12-07,Insulin Analogs,Tokyo Narita Cold,45.408,56.49,0,0.986
REC-00520,2025-01-28,Cell Therapy Kits,Basel Logistics,62.748,77.837,0,0.971
REC-00521,2025-11-21,Cell Therapy Kits,Liege Cargo Port,56.462,65.027,0,0.986
REC-00522,2025-05-31,Monoclonal Antibodies,Frankfurt Pharma Hub,25.893,24.259,0,0.921
REC-00523,2025-08-08,Enzyme Replacements,Chicago O'Hare Bio,21.056,24.046,0,0.916
REC-00524,2025-03-21,Monoclonal Antibodies,Chicago O'Hare Bio,60.735,75.119,0,0.973
REC-00525,2025-06-04,Enzyme Replacements,Liege Cargo Port,40.437,50.223,0,0.904
REC-00526,2025-04-05,mRNA Vaccines,Liege Cargo Port,23.546,26.408,0,0.918
REC-00527,2025-04-20,Cell Therapy Kits,Chicago O'Hare Bio,40.668,39.01,0,0.938
REC-00528,2025-10-15,mRNA Vaccines,Frankfurt Pharma Hub,66.86,71.73,0,0.948
REC-00529,2025-11-15,mRNA Vaccines,Chicago O'Hare Bio,42.417,52.941,0,0.908
REC-00530,2025-05-25,Enzyme Replacements,Chicago O'Hare Bio,53.716,59.322,0,0.913
REC-00531,2025-11-30,Cell Therapy Kits,Liege Cargo Port,16.999,15.265,0,0.965
REC-00532,2025-10-01,mRNA Vaccines,Basel Logistics,66.978,82.838,0,0.927
REC-00533,2025-02-23,Enzyme Replacements,Tokyo Narita Cold,64.958,85.736,0,0.897
REC-00534,2025-08-24,mRNA Vaccines,Frankfurt Pharma Hub,16.226,15.236,0,0.888
REC-00535,2025-04-27,Insulin Analogs,Tokyo Narita Cold,48.346,50.871,0,0.923
REC-00536,2025-03-02,mRNA Vaccines,Liege Cargo Port,15.375,18.803,1,0.973
REC-00537,2025-07-03,mRNA Vaccines,Chicago O'Hare Bio,76.886,76.938,0,0.964
REC-00538,2025-08-13,Insulin Analogs,Frankfurt Pharma Hub,50.289,56.159,0,0.923
REC-00539,2025-10-07,Monoclonal Antibodies,Chicago O'Hare Bio,67.57,88.32,0,0.96
REC-00540,2025-07-11,Enzyme Replacements,Liege Cargo Port,22.017,19.174,0,0.923
REC-00541,2025-10-08,Cell Therapy Kits,Basel Logistics,73.605,95.817,0,0.925
REC-00542,2025-11-27,Monoclonal Antibodies,Basel Logistics,25.639,29.701,0,0.893
REC-00543,2025-12-10,mRNA Vaccines,Liege Cargo Port,49.208,55.351,0,0.887
REC-00544,2025-02-20,Enzyme Replacements,Tokyo Narita Cold,90.881,93.477,1,0.906
REC-00545,2025-05-26,mRNA Vaccines,Basel Logistics,37.012,39.8,0,0.914
REC-00546,2025-10-27,Enzyme Replacements,Liege Cargo Port,40.982,41.317,0,0.881
REC-00547,2025-05-07,Insulin Analogs,Chicago O'Hare Bio,81.409,74.665,0,0.977
REC-00548,2025-08-25,Cell Therapy Kits,Chicago O'Hare Bio,51.393,46.481,0,0.889
REC-00549,2025-05-24,Enzyme Replacements,Basel Logistics,32.375,41.866,0,0.888
REC-00550,2025-01-10,mRNA Vaccines,Liege Cargo Port,59.207,73.097,0,0.884
REC-00551,2025-05-14,Enzyme Replacements,Tokyo Narita Cold,65.582,60.619,0,0.978
REC-00552,2025-10-29,Monoclonal Antibodies,Tokyo Narita Cold,52.595,47.087,0,0.881
REC-00553,2025-05-03,Monoclonal Antibodies,Liege Cargo Port,21.932,20.388,0,0.942
REC-00554,2025-03-16,Cell Therapy Kits,Frankfurt Pharma Hub,28.6,31.283,0,0.921
REC-00555,2025-01-22,Monoclonal Antibodies,Liege Cargo Port,87.157,89.826,0,0.93
REC-00556,2025-01-24,Cell Therapy Kits,Frankfurt Pharma Hub,69.818,77.546,0,0.972
REC-00557,2025-05-15,Enzyme Replacements,Liege Cargo Port,24.777,29.159,0,0.952
REC-00558,2025-02-09,Cell Therapy Kits,Tokyo Narita Cold,92.677,89.104,1,0.97
REC-00559,2025-06-26,Insulin Analogs,Liege Cargo Port,10.561,13.634,0,0.905
REC-00560,2025-09-21,Cell Therapy Kits,Basel Logistics,22.77,21.146,0,0.97
REC-00561,2025-12-05,Insulin Analogs,Chicago O'Hare Bio,71.222,77.686,0,0.903
REC-00562,2025-03-24,Insulin Analogs,Frankfurt Pharma Hub,30.712,28.069,0,0.895
REC-00563,2025-09-20,Enzyme Replacements,Basel Logistics,14.753,14.445,0,0.985
REC-00564,2025-11-03,mRNA Vaccines,Chicago O'Hare Bio,90.517,86.742,1,0.932
REC-00565,2025-09-04,Monoclonal Antibodies,Tokyo Narita Cold,61.071,76.174,0,0.9
REC-00566,2025-12-04,Cell Therapy Kits,Basel Logistics,71.556,73.083,0,0.945
REC-00567,2025-04-28,Insulin Analogs,Basel Logistics,19.228,18.289,0,0.935
REC-00568,2025-08-03,Enzyme Replacements,Frankfurt Pharma Hub,25.081,32.625,0,0.977
REC-00569,2025-09-30,mRNA Vaccines,Frankfurt Pharma Hub,50.99,46.664,0,0.971
REC-00570,2025-12-14,Insulin Analogs,Liege Cargo Port,45.758,58.909,0,0.927
REC-00571,2025-09-04,Cell Therapy Kits,Liege Cargo Port,78.393,102.219,0,0.943
